,syuzhetr_afinn,syuzhetr_afinn_rstd,syuzhetr_afinn_rzstd,syuzhetr_afinn_smalowess_rzstd
8179,-4,-4.0,-2.2589172120899472,-0.037385091763811114
8180,-2,-2.0,-1.1359318615849647,-0.03735444000594623
8181,2,2.0,1.1100388394250005,-0.03732344723670042
8182,0,0.0,-0.012946511079982062,-0.03729211008222252
8183,0,0.0,-0.012946511079982062,-0.03726042503641297
8184,3,3.0,1.6715315146774918,-0.03722838846919149
8185,0,0.0,-0.012946511079982062,-0.03719599663113875
8186,-9,-9.0,-5.066380588352404,-0.037163245659758565
8187,6,6.0,3.356009540434966,-0.037130131594849264
8188,0,0.0,-0.012946511079982062,-0.037096650376285054
8189,1,1.0,0.5485461641725092,-0.03706279781943173
8190,0,0.0,-0.012946511079982062,-0.03702856962988618
8191,1,1.0,0.5485461641725092,-0.03699396141301642
8192,0,0.0,-0.012946511079982062,-0.0369589686814114
8193,-3,-3.0,-1.697424536837456,-0.036923586859507924
8194,-3,-3.0,-1.697424536837456,-0.03688781129173888
8195,2,2.0,1.1100388394250005,-0.03685163724352364
8196,-2,-2.0,-1.1359318615849647,-0.03681505988549157
8197,0,0.0,-0.012946511079982062,-0.03677807428296537
8198,0,0.0,-0.012946511079982062,-0.03674067540138872
8199,0,0.0,-0.012946511079982062,-0.03670285810305729
8200,-2,-2.0,-1.1359318615849647,-0.036664617146184214
8201,-2,-2.0,-1.1359318615849647,-0.0366259471863845
8202,1,1.0,0.5485461641725092,-0.0365868427755636
8203,-6,-6.0,-3.3819025625949295,-0.036547298356105026
8204,1,1.0,0.5485461641725092,-0.036507308256547195
8205,4,4.0,2.233024189929983,-0.03646686669033297
8206,-1,-1.0,-0.5744391863324734,-0.03642596774687604
8207,0,0.0,-0.012946511079982062,-0.036384605392809015
8208,-1,-1.0,-0.5744391863324734,-0.03634277348063184
8209,-3,-3.0,-1.697424536837456,-0.03630046575126133
8210,3,3.0,1.6715315146774918,-0.03625767583487077
8211,-3,-3.0,-1.697424536837456,-0.03621439724804454
8212,-2,-2.0,-1.1359318615849647,-0.03617062339018106
8213,-1,-1.0,-0.5744391863324734,-0.03612634754963997
8214,2,2.0,1.1100388394250005,-0.03608156290006879
8215,0,0.0,-0.012946511079982062,-0.036036262494275335
8216,-1,-1.0,-0.5744391863324734,-0.03599043926364797
8217,0,0.0,-0.012946511079982062,-0.035944086022145216
8218,1,1.0,0.5485461641725092,-0.03589719546755809
8219,0,0.0,-0.012946511079982062,-0.03584976018009093
8220,0,0.0,-0.012946511079982062,-0.03580177262331417
8221,0,0.0,-0.012946511079982062,-0.035753225148444465
8222,0,0.0,-0.012946511079982062,-0.035704109999953534
8223,-2,-2.0,-1.1359318615849647,-0.03565441932171284
8224,0,0.0,-0.012946511079982062,-0.03560414515793122
8225,0,0.0,-0.012946511079982062,-0.03555327945361463
8226,0,0.0,-0.012946511079982062,-0.0355018140557671
8227,-4,-4.0,-2.2589172120899472,-0.03544974071267637
8228,0,0.0,-0.012946511079982062,-0.035397051069898905
8229,0,0.0,-0.012946511079982062,-0.03534373666772289
8230,0,0.0,-0.012946511079982062,-0.03528978893620869
8231,2,2.0,1.1100388394250005,-0.03523519919853082
8232,-1,-1.0,-0.5744391863324734,-0.035179958677369914
8233,0,0.0,-0.012946511079982062,-0.03512405849899314
8234,4,4.0,2.233024189929983,-0.03506748968507429
8235,-1,-1.0,-0.5744391863324734,-0.03501024314898733
8236,-2,-2.0,-1.1359318615849647,-0.034952309697168095
8237,-6,-6.0,-3.3819025625949295,-0.03489368003412752
8238,1,1.0,0.5485461641725092,-0.03483434476475924
8239,-3,-3.0,-1.697424536837456,-0.03477429439722018
8240,0,0.0,-0.012946511079982062,-0.0347135193498453
8241,0,0.0,-0.012946511079982062,-0.0346520099488495
8242,0,0.0,-0.012946511079982062,-0.0345897564326899
8243,-1,-1.0,-0.5744391863324734,-0.03452674895366975
8244,0,0.0,-0.012946511079982062,-0.03446297757831019
8245,1,1.0,0.5485461641725092,-0.03439843228516992
8246,-5,-5.0,-2.8204098873424384,-0.034333102965859834
8247,-7,-7.0,-3.943395237847421,-0.03426697942235353
8248,-3,-3.0,-1.697424536837456,-0.03420005136822763
8249,1,1.0,0.5485461641725092,-0.03413230845473288
8250,0,0.0,-0.012946511079982062,-0.03406374032841989
8251,2,2.0,1.1100388394250005,-0.03399433667185636
8252,4,4.0,2.233024189929983,-0.033924087199007205
8253,1,1.0,0.5485461641725092,-0.0338529816550231
8254,0,0.0,-0.012946511079982062,-0.033781009812694704
8255,0,0.0,-0.012946511079982062,-0.03370816145978912
8256,-1,-1.0,-0.5744391863324734,-0.03363442639019882
8257,0,0.0,-0.012946511079982062,-0.03355979440508941
8258,-3,-3.0,-1.697424536837456,-0.033484255315060205
8259,3,3.0,1.6715315146774918,-0.03340779893889876
8260,0,0.0,-0.012946511079982062,-0.033330415109025714
